3.952297330000018701e+04 1.921321311403725085e+00
3.952298169999988750e+04 1.931968317016923953e+00
3.952298790000006557e+04 1.944464416448129729e+00
3.952300109999999404e+04 1.939099078614849647e+00
3.952300669999979436e+04 1.923091728910158338e+00
3.952304279999993742e+04 1.931968317016923953e+00
3.952304760000016540e+04 1.942674323031489791e+00
3.952305250000022352e+04 1.935530413979744013e+00
3.952306359999999404e+04 1.912493641844208003e+00
3.952308380000013858e+04 1.930189727634575858e+00
3.952308859999990091e+04 1.937313924581955726e+00
3.952309349999995902e+04 1.908973941123505602e+00
3.952310319999977946e+04 1.889731054431676771e+00
3.952311219999985769e+04 1.841619903524670976e+00
3.952311640000017360e+04 1.818025623774263577e+00
3.952312259999988601e+04 1.761976046411629193e+00
3.952312680000020191e+04 1.733005735327081798e+00
3.952313510000007227e+04 1.681124974476959633e+00
3.952314000000013039e+04 1.635309651744583759e+00
3.952314349999977276e+04 1.581976398601154798e+00
3.952314900000020862e+04 1.555965631605074506e+00
3.952315320000005886e+04 1.513561248436208206e+00
3.952315739999990910e+04 1.473669177036688760e+00
3.952316149999992922e+04 1.446771683247722429e+00
3.952316569999977946e+04 1.390592875465445299e+00
3.952316850000014529e+04 1.386755828871888419e+00
3.952317059999983758e+04 1.382929369795944385e+00
3.952317400000011548e+04 1.340293773418309797e+00
3.952317890000017360e+04 1.261246575317538587e+00
3.952318789999978617e+04 1.167347076492192715e+00
3.952319279999984428e+04 1.137627285823430867e+00
3.952319900000002235e+04 1.080438372371230082e+00
3.952320390000008047e+04 1.060718149635315077e+00
3.952320880000013858e+04 1.056817509213658468e+00
3.952321439999993891e+04 1.031810635267592202e+00
3.952321920000016689e+04 1.029911719340699250e+00
3.952322470000013709e+04 1.058766033113696992e+00
3.952695429999986663e+04 1.464198642935277128e+00
3.952695910000009462e+04 1.400876983954583599e+00
3.952696260000020266e+04 1.397011560541224107e+00
3.952696680000005290e+04 1.363954867506638191e+00
3.952697090000007302e+04 1.310991874649777733e+00
3.952697789999982342e+04 1.270574105208541749e+00
3.952698199999984354e+04 1.235947433444510413e+00
3.952698620000015944e+04 1.189049678985097946e+00
3.952699040000000969e+04 1.174897554939529520e+00
3.952699869999988005e+04 1.153453257821092315e+00
3.952700290000019595e+04 1.157710574115270674e+00
3.952700769999995828e+04 1.155579955402128878e+00
3.952701189999980852e+04 1.174897554939529520e+00
3.952701610000012442e+04 1.196740531307243449e+00
3.952702089999988675e+04 1.211155762982733197e+00
3.952702439999999478e+04 1.243941623558307619e+00
3.952702859999984503e+04 1.285878692634399467e+00
3.952703759999992326e+04 1.367728825595849074e+00
3.952704179999977350e+04 1.382929369795944385e+00
3.952705060000019148e+04 1.462850686999853433e+00
3.952705489999987185e+04 1.510775731924994814e+00
3.952705910000018775e+04 1.526159765625462406e+00
3.952706740000005811e+04 1.608421982399085959e+00
3.952707090000016615e+04 1.635309651744583759e+00
3.952707510000001639e+04 1.674942876026437544e+00
3.952707989999977872e+04 1.698243652461744357e+00
3.952708410000009462e+04 1.720283405530434351e+00
3.952708760000020266e+04 1.750652708383370726e+00
3.952709590000007302e+04 1.798042695177437311e+00
3.952710009999992326e+04 1.845015419179473648e+00
3.952710490000015125e+04 1.868959971651491303e+00
3.952710910000000149e+04 1.896705921211146117e+00
3.952711329999985173e+04 1.907216520593905784e+00
3.952711739999987185e+04 1.903706531742075603e+00
3.952712089999997988e+04 1.898453656661504008e+00
3.952712509999983013e+04 1.896705921211146117e+00
3.952712990000005811e+04 1.903706531742075603e+00
3.953694189999997616e+04 1.931968317016923953e+00
3.953694680000003427e+04 1.969699614899923512e+00
3.953695099999988452e+04 1.939099078614849647e+00
3.953695580000011250e+04 1.957041341480676655e+00
3.953695999999996275e+04 1.955239669620887133e+00
3.953696549999993294e+04 1.967886289706844760e+00
3.953697039999999106e+04 1.962456324173690980e+00
3.953697459999984130e+04 1.966074633879100420e+00
3.953697940000006929e+04 1.926637459524080720e+00
3.953698359999991953e+04 1.919552523761379748e+00
3.953698779999976978e+04 1.910732981042873035e+00
3.953699259999999776e+04 1.868959971651491303e+00
3.953699819999979809e+04 1.851825243638178797e+00
3.953700169999990612e+04 1.826417248774354185e+00
3.953700650000013411e+04 1.818025623774263577e+00
3.953701209999993443e+04 1.744214931561176796e+00
3.953701830000011250e+04 1.721868574986006983e+00
3.953703079999983311e+04 1.635309651744583759e+00
3.953703500000014901e+04 1.612872362170401974e+00
3.953703919999999925e+04 1.587815364205615420e+00
3.953704469999996945e+04 1.551672273907233945e+00
3.953704889999981970e+04 1.499684835502373526e+00
3.953705299999983981e+04 1.448104823051372891e+00
3.953705580000020564e+04 1.421673931308003791e+00
3.953706000000005588e+04 1.416445927238513702e+00
3.953706350000016391e+04 1.395725457706767259e+00
3.953706760000018403e+04 1.367728825595849074e+00
3.953707040000008419e+04 1.332907464231338102e+00
3.953707530000014231e+04 1.301367630107464590e+00
3.953708009999990463e+04 1.258925411794167282e+00
3.953708499999996275e+04 1.213388850464977242e+00
