5.256871909999987110e+04 -4.420000000000000284e+01
5.256956369999982417e+04 -1.585000000000000000e+02
5.256956529999990016e+04 -1.575999999999999943e+02
5.256956689999997616e+04 -1.568000000000000114e+02
5.256963469999982044e+04 -1.464000000000000057e+02
5.256969819999998435e+04 -1.315999999999999943e+02
5.256973039999976754e+04 -1.247000000000000028e+02
5.256973199999984354e+04 -1.237999999999999972e+02
5.257059940000018105e+04 7.709999999999999432e+01
5.257060099999979138e+04 8.209999999999999432e+01
5.257060259999986738e+04 8.009999999999999432e+01
5.257060410000011325e+04 8.040000000000000568e+01
5.257060570000018924e+04 7.950000000000000000e+01
5.257065499999979511e+04 7.890000000000000568e+01
5.257065659999987110e+04 8.009999999999999432e+01
5.257065819999994710e+04 8.040000000000000568e+01
5.257074040000000969e+04 7.490000000000000568e+01
5.257074200000008568e+04 7.429999999999999716e+01
5.257074349999986589e+04 7.400000000000000000e+01
5.257077810000022873e+04 7.140000000000000568e+01
5.257077969999983907e+04 7.140000000000000568e+01
5.257078129999991506e+04 7.140000000000000568e+01
5.257078780000004917e+04 7.170000000000000284e+01
5.257078940000012517e+04 7.220000000000000284e+01
5.257079100000020117e+04 6.790000000000000568e+01
5.257157049999991432e+04 -1.374000000000000057e+02
5.257157209999999031e+04 -1.368000000000000114e+02
5.257157370000006631e+04 -1.361999999999999886e+02
5.257166999999992549e+04 -1.524000000000000057e+02
5.257167160000000149e+04 -1.535999999999999943e+02
5.257167320000007749e+04 -1.521999999999999886e+02
5.257174280000012368e+04 -1.651999999999999886e+02
5.257174440000019968e+04 -1.658000000000000114e+02
5.257174599999981001e+04 -1.660999999999999943e+02
5.257177320000017062e+04 -1.700999999999999943e+02
5.257177479999978095e+04 -1.701999999999999886e+02
5.257177639999985695e+04 -1.698000000000000114e+02
5.257177790000010282e+04 -1.700999999999999943e+02
5.257177950000017881e+04 -1.701999999999999886e+02
5.257178129999991506e+04 -1.695999999999999943e+02
5.257178289999999106e+04 -1.693000000000000114e+02
5.257178450000006706e+04 -1.695999999999999943e+02
5.257178610000014305e+04 -1.695999999999999943e+02
5.257178770000021905e+04 -1.698000000000000114e+02
5.257264080000016838e+04 -1.059999999999999964e+01
5.257264239999977872e+04 -1.000000000000000000e+01
5.257264390000002459e+04 -9.400000000000000355e+00
5.257275009999983013e+04 2.239999999999999858e+01
5.257275169999990612e+04 2.269999999999999929e+01
5.257275329999998212e+04 2.330000000000000071e+01
5.257278459999989718e+04 2.880000000000000071e+01
5.257278619999997318e+04 2.880000000000000071e+01
5.257278780000004917e+04 2.939999999999999858e+01
5.257278949999995530e+04 2.880000000000000071e+01
5.257279110000003129e+04 2.969999999999999929e+01
5.257279279999993742e+04 3.030000000000000071e+01
5.257279440000001341e+04 2.969999999999999929e+01
5.257279600000008941e+04 3.000000000000000000e+01
